"id","inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
"179",1,528,0,2,51,12,3.787899971,0,2500,50,11,10.3999996185,40000,0.6215000153,7,7,7.5,0,8,37.9999885559,1.3318117857,64
"180",1,1000,0,1,49,12,3,0,1990,49,12,10.0500001907,47000,0.6614999771,7,7,14,1,11,44,1.0986123085,121
"181",1,520,0,4,36,14,8.6538000107,0,2390,37,13,8.7866001129,25872,0.6614999771,10,12,9.5,1,9,21.3720245361,2.1579985619,81
"182",1,760,0,1,39,11,4.2104997635,3.9500000477,1430,44,12,10.1400003433,26868,0.6915000081,12,7,9.5,1,9,23.6680202484,1.4375813007,81
"183",1,1920,0,2,48,12,4.6875,4.3000001907,1800,50,8,5,18000,0.6915000081,12,12,9.5,1,14,9,1.5448993444,196
"184",1,1220,0,2,38,14,4.098400116,4.8400001526,2103,43,17,11.8879995346,30200,0.5814999938,7,7,5,1,9,25.1999511719,1.4105967283,81
"185",1,200,0,2,40,12,25,3,1350,42,12,13.3330001831,26220,0.6614999771,7,7,7.5,1,2,21.2199993134,3.218875885,4
"186",1,2480,1,5,39,10,2.6331000328,4.1999998093,2880,36,17,8.6806001663,40500,0.5814999938,7,7,3,0,12,33.9699134827,0.968161881,144
"187",1,2750,0,0,37,16,6,9,2400,43,17,7.2916998863,33570,0.6100000143,12,7,7.5,1,15,17.0699996948,1.791759491,225
"188",1,2014,0,1,49,13,5.4126000404,4.0500001907,1135,47,12,3.5241999626,16917,0.7214999795,7,14,14,1,11,6.0160236359,1.6887295246,121
"189",1,1355,0,3,33,12,0.6642000079,1,2750,35,17,6.1817998886,18000,0.7214999795,12,7,9.5,0,7,17.1000099182,-0.4091719687,49
"190",1,80,0,0,30,12,1.25,0,2085,32,16,2.9755001068,8337,0.7515000105,12,12,11,1,9,8.2370004654,0.2231435478,81
"191",1,1670,0,0,54,12,2.2753999233,2.0999999046,2600,56,8,4.5769000053,17100,0.7214999795,12,7,9.5,0,19,13.3000822067,0.8221558332,361
"192",1,520,0,4,39,11,3.4614999294,3.0499999523,3542,40,12,3.1056001186,17800,0.7515000105,10,7,11,0,11,16.0000209808,1.2417019606,121
"193",1,288,0,3,43,12,4.1666998863,3,1975,43,12,5.8228001595,13740,0.7515000105,12,12,14,1,8,12.5399904251,1.4271243811,64
"194",1,2014,0,3,31,9,4.4686999321,4.2600002289,2400,32,12,7.5,27000,0.6215000153,10,3,9.5,1,13,18.000038147,1.4970974922,169
"195",1,800,0,3,33,13,1.75,0,3000,37,14,8.3332996368,32600,0.6215000153,12,7,7.5,1,4,31.2000007629,0.5596157908,16
"196",1,1984,0,3,40,12,3.6693999767,4.25,1960,39,14,9.2347002029,28030,0.6614999771,12,12,14,1,7,20.7499103546,1.3000282049,49
"197",1,1823,0,1,36,12,6.5826001167,6,2000,39,9,5.5,23100,0.6614999771,12,12,3,0,19,11.0999202728,1.8844298124,361
"198",1,1500,0,0,51,12,2.5999999046,2,3000,51,12,6,24580,0.6614999771,7,7,9.5,1,14,20.6800003052,0.9555113912,196
"199",1,2261,0,1,44,13,4.8650999069,5.5,2400,43,12,6.6666998863,29000,0.6215000153,12,7,9.5,1,14,18.0000095367,1.5820872784,196
"200",1,1728,0,3,42,16,5.7870001793,6.25,2450,48,14,13.0609998703,42430,0.5214999914,12,14,9.5,1,3,32.430065155,1.7556140423,9
"201",1,1960,0,1,40,12,4.5408000946,5,2423,40,8,12.7939996719,41800,0.5214999914,12,12,7.5,1,9,32.9000320435,1.5131032467,81
"202",1,1578,1,1,34,16,9.5057001114,7.7199997902,2000,33,16,12,39100,0.5799999833,12,17,9.5,1,7,24.1000061035,2.251891613,49
"203",1,1316,0,0,30,17,10.6379995346,7,2526,41,16,6.7300000191,31800,0.5814999938,16,17,11,1,7,17.8003921509,2.3644323349,49
"204",1,1530,0,0,54,12,1.1110999584,1.1299999952,2695,53,12,6.6789999008,22200,0.6915000081,7,7,14,0,14,20.5000171661,0.1053504795,196
"205",1,2220,0,0,51,12,4.0541000366,4.3699998856,2048,54,12,4.3944997787,19500,0.6915000081,16,7,3,0,29,10.4998979568,1.399728775,841
"206",1,1336,0,2,44,9,2.6870999336,2.6400001049,1920,46,11,4.6875,14027,0.7515000105,7,10,11,0,19,10.4370346069,0.9884625077,361
"207",1,1008,0,1,43,12,2.9762001038,2.5,2338,42,9,7.6989002228,21195,0.6614999771,7,7,11,1,14,18.1949901581,1.0906473398,196
"208",1,1944,0,1,34,12,3.1728000641,3.2300000191,2945,37,8,4.3287000656,19013,0.6915000081,10,7,7.5,0,16,12.845076561,1.1546144485,256
"209",1,2000,0,0,45,13,3.5499999523,3.4500000477,2047,52,12,6.7416000366,20900,0.6614999771,12,7,11,1,10,13.8000001907,1.2669476271,100
"210",1,258,0,0,39,12,17.906999588,0,1668,47,7,9.3524999619,26820,0.6215000153,10,3,11,0,12,22.1999950409,2.885191679,144
"211",1,1785,0,0,50,12,3.4173998833,5.75,175,48,10,9.1429004669,12800,0.7515000105,0,0,14,1,24,6.6999411583,1.2288800478,576
"212",1,480,0,0,52,12,3.3333001137,0,1798,53,12,2.6417999268,7850,0.7515000105,7,7,14,0,6,6.2500157356,1.2039628029,36
"213",1,772,0,2,41,12,3.885999918,7.5,1222,45,12,7.3649997711,18600,0.7214999795,12,12,7.5,1,9,15.6000080109,1.357380271,81
"214",1,900,0,0,59,10,2.3111000061,2.2200000286,1820,59,7,1.4065999985,5380,0.7714999914,12,7,5,0,14,3.3000099659,0.8377236128,196
"215",1,1428,0,0,52,12,1.7108000517,2.5,1560,60,8,1.5191999674,6114,0.7714999914,10,7,14,0,26,3.6709775925,0.5369611382,676
"216",1,210,0,0,46,16,2.1143000126,4,2210,49,12,3.3438999653,8234,0.7515000105,12,12,14,0,7,7.7899971008,0.748723805,49
"217",1,239,1,5,41,12,9.9330997467,4.5,2874,48,16,2.910599947,20646,0.7214999795,3,7,11,1,4,18.2719898224,2.2958726883,16
"218",1,1878,0,2,33,11,3.0276999474,3.5,2499,35,8,4.3833999634,16640,0.7214999795,7,7,9.5,0,15,10.9539794922,1.1078032255,225
"219",1,215,0,0,45,12,1.8604999781,2.2999999523,3088,38,12,4.2097997665,13900,0.7214999795,12,12,5,1,23,13.4999923706,0.6208452582,529
"220",1,2340,1,2,36,10,0.1281999946,0,2020,37,8,3.7128999233,11500,0.7814999819,10,7,7.5,0,1,11.200012207,-2.0541636944,1
"221",1,1960,0,1,48,12,6.6326999664,6.3000001907,1980,56,10,10.6059999466,34000,0.5515000224,7,7,14,1,29,20.9999084473,1.8920120001,841
"222",1,532,0,1,47,12,5.6391000748,3.5999999046,1968,47,11,8.6381998062,28700,0.6614999771,7,3,11,1,9,25.6999988556,1.7297245264,81
"223",1,394,0,0,45,12,1.5989999771,2.5,2100,45,12,3.8366999626,9563,0.7515000105,7,7,7.5,0,6,8.9329938889,0.4693784118,36
"224",1,675,0,2,37,12,2.6666998863,3,2651,48,17,7.1670999527,20960,0.6915000081,7,7,7.5,0,11,19.1599769592,0.9808416963,121
"225",1,1515,0,4,46,16,7.920800209,6.8000001907,1918,49,14,8.8634004593,38590,0.6215000153,12,10,14,1,17,26.5899868011,2.0694923401,289
"226",1,1030,0,3,43,17,5.339799881,5.8000001907,2585,46,16,7.7368998528,27900,0.6614999771,12,12,5,1,6,22.4000053406,1.6751881838,36
"227",1,1250,0,2,42,12,4,4,2250,46,17,9.1702003479,25633,0.6215000153,7,7,7.5,1,7,20.6329994202,1.3862943649,49
"228",1,1158,1,2,34,17,6.0448999405,5.0999999046,2480,39,17,11.2899999619,35200,0.5515000224,12,12,7.5,1,2,28.200006485,1.7992149591,4
"229",1,112,0,0,52,12,6.25,0,2924,53,12,6.3269000053,29500,0.5814999938,7,7,7.5,1,24,28.7999992371,1.8325815201,576
"230",1,336,0,3,37,12,2.9762001038,2.2000000477,1896,52,9,4.7467999458,10000,0.7515000105,10,7,7.5,0,4,8.999997139,1.0906473398,16
"231",1,1984,0,1,37,12,4.2339000702,4.7800002098,2332,40,12,4.8885002136,19800,0.6915000081,10,7,5,0,11,11.3999423981,1.443123579,121
"232",1,716,0,0,52,8,3.4916000366,2.2000000477,3482,59,7,2.4842000008,12900,0.7214999795,7,7,5,0,25,10.4000139236,1.2503601313,625
"233",1,1410,1,0,30,12,4.9644999504,1.2799999714,2106,30,14,8.5469999313,26080,0.6215000153,12,12,7.5,0,11,19.0800552368,1.6023125648,121
"234",1,1300,0,1,31,13,2.7692000866,0,1160,32,12,6.6378998756,13066,0.7515000105,17,7,11,1,2,9.4660396576,1.0185585022,4
"235",1,1640,0,1,38,12,3.6584999561,3.25,2040,46,12,3.1863000393,12500,0.7214999795,7,7,7.5,0,19,6.5000600815,1.2970532179,361
"236",1,1202,0,3,43,12,5.3934998512,0,2856,48,16,4.546599865,35600,0.5814999938,7,7,9,1,7,29.1170139313,1.6851944923,49
"237",1,489,0,1,49,8,0.6564000249,2.2899999619,950,51,8,12.7889995575,19424,0.7515000105,7,7,5,1,2,19.1030197144,-0.420984894,4
"238",1,2076,0,0,55,12,4.7687997818,4.6799998283,2068,58,10,6.5279998779,26250,0.6614999771,7,7,5,1,20,16.3499717712,1.5620946884,400
"239",1,526,0,2,38,17,8.555100441,4.1999998093,1896,42,17,16.4029998779,36525,0.5515000224,12,14,9.5,1,10,32.0250167847,2.1465275288,100
"240",1,1721,0,0,52,17,10.4589996338,9.5,2000,56,16,7,34700,0.6100000143,14,17,14,1,19,16.7000617981,2.3474628925,361
"241",1,1327,0,0,48,12,2.6375000477,2.5699999332,288,51,11,13.5419998169,8311,0.7515000105,7,7,11,1,17,4.8110375404,0.9698315263,289
"242",1,584,0,2,32,13,6.8492999077,4.3200001717,2160,33,12,6.7129998207,28626,0.6915000081,12,10,11,1,12,24.6260089874,1.9241464138,144
"243",1,1376,0,1,32,12,5.0872001648,5,3120,33,17,5.4486999512,24400,0.6614999771,7,7,5,1,11,17.40001297,1.626727581,121
"244",1,1040,0,2,38,12,0.961499989,0,1944,41,17,6.6872000694,14025,0.7214999795,7,7,7.5,1,6,13.0250396729,-0.0392607264,36
"245",1,548,0,3,46,12,4.3066000938,3.6900000572,2046,47,12,9.0943002701,21367,0.6915000081,16,12,14,1,10,19.0069828033,1.4601486921,100
"246",1,15,0,3,40,12,7.0666999817,0,2005,42,9,6.5336999893,14136,0.7515000105,7,7,7.5,0,4,14.029999733,1.9553935528,16
"247",1,1980,0,4,31,9,2.5253000259,2.5599999428,2070,36,10,4.6859998703,19900,0.7515000105,10,7,5,1,2,14.8999061584,0.9263598919,4
"248",1,1520,0,1,43,10,7.8947000504,5,3000,50,12,8,37000,0.5214999914,12,9,9.5,1,13,25.0000553131,2.0661916733,169
"249",1,1880,0,0,51,12,4.148900032,3.9000000954,2640,51,12,4.0529999733,18500,0.6915000081,7,7,7.5,0,21,10.7000675201,1.4228432178,441
"250",1,1260,1,0,30,16,8.1745996475,8.1700000763,2450,34,17,8.1632995605,34550,0.5515000224,16,14,5,1,9,24.2500038147,2.1010317802,81
"251",1,1092,0,0,52,13,9.5971002579,0,1000,53,15,16.5,49620,0.461499989,10,7,11,1,4,39.1399650574,2.2614610195,16
"252",1,1587,1,5,30,8,2.0164000988,2.2999999523,2080,33,8,3.4614999294,10400,0.7814999819,3,3,7.5,0,2,7.1999731064,0.7013137937,4
"253",1,156,0,0,51,16,7.6217999458,0,2413,51,16,11.361000061,33000,0.5515000224,16,16,11,1,19,31.8109989166,2.0310125351,361
"254",1,1939,0,2,31,13,3.1974999905,3.4300000668,2570,31,12,3.8910999298,16200,0.7214999795,7,3,7.5,1,4,10.0000476837,1.1623692513,16
"255",1,1250,0,4,34,12,1.6000000238,1.3600000143,2030,52,12,9.6058998108,22660,0.6915000081,12,16,7.5,1,9,20.6599998474,0.4700036347,81
"256",1,610,0,0,49,11,4.098400116,4,4684,59,17,2.6686999798,16000,0.7214999795,7,7,7.5,1,14,13.4999761581,1.4105967283,196
"257",1,270,1,3,35,13,1.4815000296,5,2802,41,17,8.8865003586,25780,0.6614999771,7,16,9.5,1,6,25.3799953461,0.3930551112,36
"258",1,660,1,0,53,12,3.6363999844,3.1500000954,2090,59,12,6.3635997772,20675,0.7214999795,7,12,7.5,1,24,18.2749767303,1.2909941673,576
"259",1,1000,0,3,32,12,1,0,2053,46,16,17.7280006409,40213,0.5515000224,12,7,11,0,1,39.2130012512,0,1
"260",1,1920,0,3,38,10,2.6041998863,2.9300000668,1984,42,10,5.2923002243,15500,0.7214999795,12,7,7.5,1,13,10.4999361038,0.9571254849,169
"261",1,200,0,0,54,12,1.75,0,2040,54,16,15.6859998703,35207,0.5814999938,7,12,9.5,1,3,34.8569984436,0.5596157908,9
"262",1,1500,0,1,47,17,4.8000001907,3.5999999046,2794,58,8,5.2423000336,35702,0.5515000224,10,12,11,1,10,28.5019989014,1.5686159134,100
"263",1,868,0,1,45,15,5.5300002098,6,3290,47,14,3.0394999981,17800,0.7214999795,14,12,9.5,1,16,12.9999599457,1.710187912,256
"264",1,2318,0,1,47,16,4.098400116,4.1999998093,1911,46,16,16.7450008392,50900,0.4914999902,16,16,5,1,9,41.3999099731,1.4105967283,81
"265",1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,0.6915000081,7,7,5,0,19,14.779999733,0.2231435478,361
"266",1,60,0,1,32,11,1.6667000055,0,2580,31,12,5.8140001297,15150,0.7214999795,10,9,5,1,4,15.0499982834,0.5108456016,16
"267",1,1715,0,1,45,12,3.7901000977,3.3800001144,2400,49,17,10.8330001831,36200,0.5814999938,7,7,7.5,1,10,29.6999778748,1.3323924541,100
"268",1,550,0,4,40,12,2.3636000156,2.2599999905,1740,47,12,9.0029001236,17465,0.7214999795,14,12,5,1,5,16.165019989,0.8601858616,25
"269",1,1960,0,2,47,14,10.204000473,0,2500,50,12,6.5399999619,45205,0.6100000143,14,12,3,1,7,25.2051582336,2.3227798939,49
"270",1,44,1,2,36,16,6.8182001114,1.3600000143,1840,37,17,5.9783000946,14500,0.7515000105,12,10,5,0,3,14.1999988556,1.91959548,9
"271",1,1920,0,0,56,14,7.2146000862,6.9200000763,2036,56,14,8.6247997284,32011,0.5814999938,7,7,7.5,0,38,18.1589679718,1.9761067629,1444
"272",1,2540,0,1,41,8,2.4484000206,0,3536,43,11,4.8329000473,35200,0.6215000153,7,12,9.5,0,16,28.9810638428,0.8954347372,256
"273",1,156,0,3,48,7,1.1986999512,0,880,51,11,10.9090003967,13579,0.7515000105,3,7,11,0,13,13.3920030594,0.1812375933,169
"274",1,780,1,2,36,12,1.6410000324,0,2007,38,12,3.8863999844,10455,0.7515000105,7,7,11,0,1,9.1750202179,0.4953058362,1
"275",1,3120,0,0,41,12,1.7820999622,0,2632,44,13,8.457400322,32600,0.5515000224,7,3,5,0,7,27.0398483276,0.5777924061,49
"276",1,2040,0,0,41,14,2.9412000179,2.7999999523,2600,43,12,5,19150,0.6915000081,7,10,11,1,15,13.1499519348,1.0788177252,225
"277",1,1610,0,3,36,12,4.9689002037,4.25,2156,36,13,7.4211997986,24400,0.6614999771,12,17,9.5,1,10,16.4000701904,1.6031985283,100
"278",1,215,0,3,37,12,1.8604999781,0,3625,41,12,4.4938001633,21700,0.6915000081,10,7,3,0,2,21.2999916077,0.6208452582,4
"279",1,1120,0,0,38,12,8.0356998444,0,2420,42,12,7.0251998901,26201,0.6215000153,7,3,9.5,1,19,17.2010154724,2.0838940144,361
"280",1,846,0,2,43,14,3.9716000557,4.1999998093,2080,43,9,3.2788000107,11920,0.7515000105,3,3,7.5,1,25,8.5600261688,1.3791691065,625
"281",1,3225,0,0,54,16,3.0415999889,0,3443,59,17,1.2861000299,16300,0.7214999795,12,12,9.5,1,25,6.4908399582,1.1123837233,625
"282",1,1376,0,1,38,12,2.9070000648,3.75,2250,41,12,5.5556001663,16500,0.7214999795,7,7,5,1,7,12.4999675751,1.0671216249,49
"283",1,980,1,0,30,12,3.0611999035,3.5999999046,2535,34,16,7.4951000214,30000,0.5814999938,12,7,11,1,15,27.0000247955,1.1188069582,225
"284",1,1838,0,0,49,12,4.8965997696,5,2352,48,15,22.1089992523,62500,0.4415000081,7,7,9.5,1,11,53.5000495911,1.5885410309,121
"285",1,1494,0,1,45,13,4.0160999298,2.5,3036,49,6,9.0579996109,58500,0.4415000081,10,10,9.5,1,25,52.4999465942,1.3903112411,625
"286",1,450,0,0,51,13,5.5556001663,3.5,2600,57,14,11.5380001068,40900,0.5214999914,7,7,9.5,1,19,38.3999786377,1.7148064375,361
"287",1,1976,0,0,34,10,1.2226999998,2.4500000477,2223,39,7,6.0468001366,16308,0.6915000081,0,10,7.5,1,4,13.8919448853,0.2010615319,16
"288",1,2012,0,2,34,12,2.6839001179,3.6099998951,2666,34,10,1.3653000593,9300,0.7515000105,7,7,7.5,1,14,3.8999929428,0.9872710109,196
"289",1,561,0,1,41,12,2.6737999916,3.25,2006,41,17,16.5499992371,35700,0.5515000224,10,9,7.5,1,19,34.1999969482,0.9835006595,361
"290",1,1715,0,1,49,12,9.3294000626,7.0500001907,1710,49,17,8.771900177,35700,0.6399999857,9,9,11,1,18,19.7000789642,2.2331707478,324
"291",1,1912,0,0,32,12,3.1380999088,3.5999999046,1920,46,14,9.6353998184,24500,0.6614999771,12,12,5,1,14,18.4999523163,1.1436175108,196
"292",1,3686,0,0,32,14,0.5425999761,0,1647,39,14,6.678800106,13000,0.7214999795,12,12,7.5,1,11,10.9999761581,-0.6113829017,121
"293",1,1080,0,2,32,17,8.6111001968,4.6500000954,3080,35,15,7.5727000237,52600,0.4415000081,12,12,5,0,4,43.3000106812,2.1530520916,16
"294",1,1799,0,0,47,10,3.6686999798,3.25,1920,48,10,7.8125,25360,0.6614999771,3,7,7.5,1,29,18.7600078583,1.2998373508,841
"295",1,1984,0,1,39,9,2.318500042,2.2999999523,2420,47,4,1.9835000038,9400,0.7515000105,9,9,7.5,0,21,4.800096035,0.8409204483,441
"296",1,1839,0,0,49,12,2.8819999695,3.2699999809,2205,53,15,9.5237998962,26800,0.6215000153,12,12,11,1,24,21.5000019073,1.0584844351,576
"297",1,1579,0,3,37,12,3.1665999889,0,3035,39,14,6.4250001907,33040,0.6614999771,12,7,7.5,1,19,28.039937973,1.1526584625,361
"298",1,96,0,0,59,16,3.6458001137,0,2185,60,15,10.984000206,26350,0.6215000153,14,12,7.5,1,31,26.0000038147,1.2935758829,961
"299",1,1920,0,0,50,12,6.25,5.4699997902,1880,56,12,12.765999794,39000,0.5214999914,7,7,14,1,28,27,1.8325815201,784
"300",1,1688,0,1,32,17,10.2489995956,9.8000001907,1863,33,17,9.5544996262,35100,0.6100000143,12,12,9.5,1,15,17.7996883392,2.3271801472,225
"301",1,1589,0,0,46,12,3.2095999718,5.5399999619,2456,48,16,5.49669981,22502,0.6614999771,12,12,11,0,27,17.4019451141,1.1661462784,729
"302",1,345,0,2,43,17,7.652200222,5,1847,46,17,9.7617998123,21950,0.6915000081,12,14,14,0,13,19.3099918365,2.0349931717,169
"303",1,1521,0,3,37,11,1.97239995,2.2999999523,2000,42,6,5,13000,0.7515000105,7,7,7.5,0,4,9.9999799728,0.6792510748,16
"304",1,1490,0,2,32,16,4.6979999542,3.9000000954,1856,35,14,5.9994997978,18180,0.7214999795,12,14,9,1,10,11.179980278,1.5471369028,100
"305",1,989,0,1,39,11,2.1233999729,2.7599999905,1880,43,14,6.914899826,20957,0.6915000081,10,10,9,1,8,18.8569564819,0.753018558,64
"306",1,600,0,2,34,13,2.3333001137,2.9000000954,3020,35,12,4.9668998718,13700,0.7214999795,12,12,7.5,0,4,12.3000202179,0.8472836018,16
"307",1,2646,0,1,39,11,2.3896000385,0,2646,41,8,2.3896000385,20000,0.6915000081,7,7,5,1,18,13.6771183014,0.8711259961,324
"308",1,2149,0,3,45,8,1.2563999891,2.5,1640,48,9,4.5121998787,12260,0.7515000105,7,7,5,1,3,9.5599966049,0.2282504737,9
"309",1,320,0,0,50,11,1.0937999487,0,1950,54,11,9.230799675,24850,0.6614999771,3,12,7.5,1,11,24.4999847412,0.0896578282,121
"310",1,1600,0,1,40,12,3.75,3.2999999523,1920,39,12,11.4580001831,29150,0.5814999938,12,7,7.5,1,8,23.1499996185,1.3217558861,64
"311",1,2419,0,1,30,10,3.307199955,3.9000000954,2025,34,12,7.6992998123,23591,0.6614999771,7,7,11,1,10,15.590883255,1.1961019039,100
"312",1,2005,0,0,57,17,5.1352000237,5.25,2470,56,17,4.1830000877,24717,0.6614999771,16,12,11,1,33,14.4209241867,1.6361187696,1089
"313",1,1960,0,1,39,12,6.6326999664,3.5999999046,1800,43,12,8.3332996368,30455,0.6215000153,12,12,9,1,19,17.454908371,1.8920120001,361
"314",1,2147,0,0,53,12,4.564499855,4.9000000954,1920,56,8,5.1041998863,19600,0.6915000081,12,12,7.5,1,35,9.8000192642,1.5183089972,1225
"315",1,1207,0,1,48,17,11.8479995728,7.1500000954,2039,53,17,8.2271003723,31875,0.6399999857,7,12,5,1,21,17.574464798,2.4721591473,441
"316",1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634001732,24055,0.6614999771,14,14,7.5,0,7,16.5550003052,1.3217558861,49
"317",1,1260,0,0,47,12,4.3650999069,4.3499999046,1914,54,12,5.2220001221,18795,0.7214999795,7,10,7.5,0,18,13.2949743271,1.4736410379,324
"318",1,90,0,1,43,12,3.9333000183,4,1516,47,10,7.1900000572,12198,0.7515000105,7,7,7.5,0,4,11.8440027237,1.3694788218,16
"319",1,1800,0,0,47,12,3.3333001137,3.25,2520,47,16,13.906999588,52645,0.4914999902,12,7,7.5,1,12,46.6450614929,1.2039628029,144
"320",1,573,0,1,47,12,3.3159000874,2.2000000477,2327,48,12,6.0163002014,16600,0.7214999795,10,7,14,0,16,14.6999893188,1.1987291574,256
"321",1,1825,0,0,47,12,3.5615999699,3,2188,50,12,7.6781997681,32590,0.6215000153,7,7,7.5,1,14,26.0900802612,1.2702099085,196
"322",1,75,0,0,46,12,1.6000000238,0,1864,48,12,5.3112001419,10020,0.7515000105,3,7,7.5,1,3,9.8999996185,0.4700036347,9
"323",1,1348,0,4,34,9,2.2255001068,2.2999999523,2183,33,10,4.1227998734,12048,0.7515000105,7,7,11,0,1,9.0480260849,0.7999816537,1
"324",1,1880,0,0,48,10,4.7871999741,4.25,1920,55,12,7.8125,39750,0.6215000153,7,7,11,0,27,30.7500648499,1.5659456253,729
"325",1,1240,0,1,30,12,5.806499958,6.9000000954,1824,31,12,4.6052999496,15700,0.7214999795,10,7,7.5,1,12,8.4999399185,1.7589780092,144
"326",1,848,0,1,51,12,2.3585000038,2.2999999523,2878,54,12,3.9746000767,24250,0.6614999771,7,7,3,0,6,22.2499923706,0.8580258489,36
"327",1,150,0,5,52,12,2,0,2390,54,16,15.0629997253,43210,0.5214999914,7,12,14,1,9,42.9099998474,0.6931471825,81
"328",1,2000,0,2,37,12,1.8999999762,1.8500000238,3120,39,13,4.5064001083,37100,0.6215000153,12,12,5,0,2,33.2999992371,0.641853869,4
"329",1,1952,0,2,32,12,5.123000145,3.25,2040,33,12,5.8824000359,23820,0.6614999771,12,7,5,0,6,13.8199033737,1.6337401867,36
"330",1,1456,0,2,36,17,5.4945001602,6.0399999619,2151,35,15,10.2279996872,31600,0.5814999938,12,14,5,1,9,23.6000080109,1.7037476301,81
"331",1,1740,0,2,35,12,6.3218002319,5.5,1976,37,14,6.5788998604,24000,0.6614999771,10,10,7.5,1,16,13.0000677109,1.844004035,256
"332",1,1400,0,0,45,17,7.1428999901,7.1399998665,2286,51,16,8.814499855,30750,0.5814999938,14,12,5,0,22,20.7499408722,1.9661188126,484
"333",1,2000,0,0,56,12,2.375,2.7000000477,2032,60,10,2.9528000355,11050,0.7515000105,7,7,14,0,26,6.3000001907,0.8649974465,676
"334",1,1750,0,2,40,10,2.5429000854,2.7400000095,1680,45,4,4.5173001289,12239,0.7515000105,7,7,14,0,11,7.7889246941,0.9333052039,121
"335",1,1101,1,2,45,12,2.1798000336,2.2999999523,1560,49,14,5.1282000542,12870,0.7515000105,14,12,7.5,1,11,10.4700403214,0.7792331576,121
"336",1,2000,0,2,32,12,2.5999999046,2.5,2895,30,12,4.1451001167,17200,0.7214999795,10,7,7.5,0,15,12,0.9555113912,225
"337",1,1877,0,0,45,12,3.7293999195,3.5999999046,1820,50,8,8.7911996841,23980,0.6614999771,10,10,7.5,0,13,16.9799156189,1.316247344,169
"338",1,160,0,2,40,12,4.375,1.8500000238,2450,44,12,7.3060998917,18600,0.6915000081,7,12,14,1,6,17.8999996185,1.4759064913,36
"339",1,1886,0,1,38,12,4.4432997704,4,1748,42,8,6.0068998337,23920,0.6915000081,7,10,9.5,1,20,15.5399370193,1.4913972616,400
"340",1,1446,0,4,49,12,4.2877001762,4.4000000954,1020,45,12,8.3332996368,16084,0.7515000105,7,7,14,1,17,9.8839855194,1.4557504654,289
"341",1,1500,0,1,47,16,1.6667000055,1.5,2342,49,17,11.5290002823,31100,0.5814999938,14,14,11,1,8,28.5999507904,0.5108456016,64
"342",1,860,0,0,52,13,3.2558000088,5.8299999237,2250,53,12,6.6666998863,20460,0.6614999771,7,7,11,1,13,17.6600112915,1.1804380417,169
"343",1,1848,0,1,34,13,5.4113001823,6,2880,40,16,8.6806001663,36000,0.5515000224,12,12,7.5,1,15,25.999917984,1.6884894371,225
"344",1,1678,0,2,44,12,2.2049999237,2.2999999523,2032,46,12,3.4679999352,17302,0.7214999795,14,12,3,0,14,13.6020097733,0.7907274961,196
"345",1,160,0,3,36,16,4.0625,0,3120,42,16,3.0320999622,16450,0.7214999795,14,7,3,0,14,15.8000001907,1.4017986059,196
"346",1,108,0,0,50,17,0.6481999755,0,1760,57,16,13.8070001602,41170,0.5814999938,14,16,9.5,1,6,41.0999946594,-0.4335560203,36
"347",1,1738,0,0,45,12,5.3825998306,6.1799998283,1725,47,12,6.217400074,20130,0.6614999771,0,0,7.5,1,24,10.7750415802,1.6831715107,576
"348",1,1170,0,2,44,14,0.1709000021,0,2080,46,13,4.2308001518,9200,0.7515000105,16,12,9.5,1,10,9.00004673,-1.7666766644,100
"349",1,15,0,2,57,12,23.466999054,0,2040,57,10,11.470000267,24751,0.6614999771,7,7,11,1,2,24.3989944458,3.1555950642,4
"350",1,2088,0,0,35,17,9.578499794,9.9799995422,2940,42,17,12.2449998856,57300,0.5,12,17,9.5,1,9,37.3000907898,2.2595210075,81
"351",1,2490,0,0,46,12,3.6947999001,3.7699999809,2280,52,12,9.2104997635,37200,0.5814999938,7,7,7.5,1,23,27.9999485016,1.3069263697,529
"352",1,135,2,1,30,14,2.2221999168,0,2164,35,16,6.3309001923,14000,0.7214999795,10,12,14,1,12,13.7000026703,0.7984976768,144
"353",1,1944,0,3,42,12,1.7489999533,2.2999999523,1999,44,12,7.803899765,20610,0.6915000081,7,3,14,0,8,17.2099437714,0.5590441823,64
"354",1,690,0,1,34,12,1.1593999863,2.25,1824,36,13,7.6753997803,14800,0.7214999795,10,7,7.5,1,16,14.0000143051,0.1479026228,256
"355",1,608,0,2,45,17,6.9900999069,3,2182,47,16,15.5819997787,40005,0.5515000224,10,14,14,1,10,35.7550201416,1.9444948435,100
"356",1,63,1,2,35,16,3.9683001041,0,2385,37,16,9.6436004639,23750,0.6614999771,14,7,14,1,7,23.4999961853,1.3783378601,49
"357",1,154,0,0,40,16,21.4290008545,8.1300001144,2460,44,17,12.8859996796,35300,0.5515000224,7,12,14,1,19,31.9999332428,3.0647451878,361
"358",1,420,0,1,32,12,0.4762000144,2.8499999046,2595,35,16,6.5510997772,17350,0.6915000081,12,12,7.5,1,2,17.1499958038,-0.7419173121,4
